rank,city,company,website,state,founded,industry,metro
4133,Waltham,BlueSnap,home.bluesnap.com,Massachusetts,2001,Business Products & Services,Boston
4134,Pittsford,Clarisoft Technologies,clarisoft.com,New York,2004,Software,"Rochester, NY"
4135,Minneapolis,SCRIMMAGE,wescrimmage.com,Minnesota,2010,Software,Minneapolis
4136,Irvine,RENOVO Solutions,renovo1.com,California,2009,Health,Los Angeles
4137,Holland,Worksighted,worksighted.com,Michigan,2000,IT Management,
,,,,,,,
4138,Grand Rapids,Service Express,serviceexpress.com,Michigan,1993,IT Management,"Grand Rapids, MI"
4139,Fairfax,Dynamis,dynamis.com,Virginia,2008,Government Services,"Washington, DC"
4140,Batavia,Cast Aluminum Solutions,castaluminumsolutions.com,Illinois,2010,Manufacturing,Chicago
4141,Oak Brook,Readerlink,readerlink.net,Illinois,2011,Consumer Products & Services,Chicago
4142,San Rafael,Equator Coffees & Teas,equatorcoffees.com,California,1995,Food & Beverage,San Francisco
4143,"San Jose,",8x8,8x8.com,California,1987,Software,San Jose
4144,Boston,G2 Technology Group,g2techgroup.com,Massachusetts,2009,Business Products & Services,Boston
4145,New York City,BARSAN GLOBAL LOGISTICS,barsan.comen,New York,1998,Logistics & Transportation,New York City
4146,Bristol,1SEO.com Digital Agency,1seo.com,Pennsylvania,2009,Advertising & Marketing,Philadelphia
4147,Buford,WaterSports Central,watersportscentral.com,Georgia,1999,Retail,Atlanta
4148,Lehi,97th Floor,97thfloor.com,Utah,2005,Advertising & Marketing,"Provo-Orem, UT"
4149,Peabody,MRG Construction Management,mrgcm.com,Massachusetts,2011,Construction,Boston
4150,Atlanta,AllStaff Solutions,allstaffsolutions.net,Georgia,2009,Business Products & Services,Atlanta
4151,Tampa,Ardent Eagle Solutions,ardenteaglesolutions.com,Florida,2010,Government Services,Tampa
4152,New York City,Enstoa,enstoa.com,New York,2007,Business Products & Services,New York City
4153,Seattle,Bridge Partners,bridgepartnersconsulting.com,Washington,2007,Business Products & Services,Seattle
4154,Philadelphia,Seer Interactive,seerinteractive.com,Pennsylvania,2002,Advertising & Marketing,Philadelphia
4155,Winooski,Marathon Health,marathon-health.com,Vermont,2005,Health,
4156,King of Prussia,ReminderMedia,remindermedia.com,Pennsylvania,2003,Advertising & Marketing,Philadelphia
4157,Schaumburg,Convergint Technologies,convergint.com,Illinois,2001,Security,Chicago
4158,Beaverton,Northern Planet,partybell.com,Oregon,2007,Retail,"Portland, OR"
4159,Englewood,E2 OPTICS,e2optics.com,Colorado,2010,Telecommunications,Denver
4160,Charlotte,BULL ENGINEERED PRODUCTS,bullep.com,North Carolina,2001,Manufacturing,Charlotte
4161,San Diego,Jackson Design and Remodeling,jacksondesignandremodeling.com,California,1989,Construction,San Diego
4162,Carrollton,MB2 Dental Solutions,mb2dental.com,Texas,2007,Business Products & Services,Dallas
4163,Syracuse,Liberty POST,liberty-post.com,New York,2011,Health,
4164,Atlanta,Regulated Capital Consultants,regulatedconsultants.com,Georgia,2010,Business Products & Services,Atlanta
4165,Bakersfield,Stria,stria.com,California,2001,Business Products & Services,
4166,McLean,Leading Path Consulting,theleadingpath.com,Virginia,2009,IT Management,"Washington, DC"
4167,San Diego,3 Blind Mice Window Coverings,3blindmiceusa.com,California,2003,Business Products & Services,San Diego
4168,New York City,CI&T,ciandt.com,New York,1995,Business Products & Services,New York City
4169,Falls Church,Dependable Global Solutions,us-dgs.com,Virginia,2004,Security,"Washington, DC"
4170,Indianapolis,Lewellyn Technology,lewellyn.com,Indiana,1993,Engineering,"Indianapolis, IN"
4171,St Cloud,Optimum Communications,occorp.net,Minnesota,2002,IT Management,
4172,Fairport,Sydor Technologies,sydortechnologies.com,New York,2004,Manufacturing,"Rochester, NY"
4173,Anacortes,Productive Dentist Academy,productivedentist.com,Washington,2011,Education,
4174,Oceanside,The Dirt Connection,thedirtconnection.com,California,1991,Construction,San Diego
4175,Davie,SRT Group,srtgrp.com,Florida,1999,Government Services,Miami
4176,Chicago,Burwood Group,burwood.com,Illinois,1997,IT System Development,Chicago
4177,Indianapolis,DoubleMap,doublemap.com,Indiana,2011,Logistics & Transportation,"Indianapolis, IN"
4178,Houston,2020 Exhibits,2020exhibits.com,Texas,1987,Advertising & Marketing,Houston
4179,Orlando,OPAV,op-av.com,Florida,2008,Media,"Orlando, FL"
4180,Vienna,Full Visibility,fullvisibility.com,Virginia,2006,Government Services,"Washington, DC"
4181,Park City,Utopian Luxury Vacation Homes,utopianlvh.com,Utah,2011,Travel & Hospitality,Salt Lake City
4182,Pittsburgh,RE 360,re360co.com,Pennsylvania,2009,Real Estate,"Pittsburgh, PA"
4183,Winona,Willet Hauser Architectural Glass & Associated Crafts,willethauser.com,Minnesota,1898,Construction,
4184,Charleston,BlueKey,bluekeyinc.com,South Carolina,2000,Advertising & Marketing,"Charleston, SC"
4185,Aiea,Bubbies Homemade Ice Cream and Desserts,bubbiesicecream.com,Hawaii,1985,Food & Beverage,
4186,Lenexa,Helen Jon,helenjon.com,Kansas,2012,Manufacturing,"Kansas City, MO-KS"
4187,Alexandria,522 Productions,522productions.com,Virginia,2004,Media,"Washington, DC"
4188,Farmington Hills,Infomatics,infomatinc.com,Michigan,1998,IT System Development,Detroit
4189,Mendota Heights,Anchor Distributing,anchordist.com,Minnesota,1987,Business Products & Services,Minneapolis
4190,Austin,Urban Betty,urbanbetty.com,Texas,2005,Retail,Austin
4191,Chicago,Hirewell,hirewell.com,Illinois,2001,Human Resources,Chicago
4192,Mobile,COUNSELMAN AUTOMOTIVE RECYCLING,counselmanauto.com,Alabama,2008,Consumer Products & Services,
4193,Grants Pass,Rentec Direct,rentecdirect.com,Oregon,2013,Software,
4194,Atlanta,KMS Technology,kms-technology.com,Georgia,2009,IT System Development,Atlanta
4195,New York City,City Winery,citywinery.com,New York,2008,Food & Beverage,New York City
4196,Portland,eROI,eroi.com,Oregon,2002,Advertising & Marketing,"Portland, OR"
4197,Fort Worth,Forrest Performance Group,fpg.com,Texas,2010,Business Products & Services,Dallas
4198,New York City,Phaidon International,phaidoninternational.com,New York,2004,Human Resources,New York City
4199,The Woodlands,Expert Air Cooling and Heating,expertairco.com,Texas,2001,Construction,Houston
4200,Richmond,Canal Capital Management,canal-cap.com,Virginia,2011,Financial Services,"Richmond, VA"
4201,Brooklyn,Quicksilver Capital,quicksilvercap.com,New York,2007,Financial Services,New York City
4202,Columbus,Donaldson Plastic Surgery,donaldsonplasticsurgery.com,Ohio,2008,Health,"Columbus, OH"
4203,Addison,Globe Runner,globerunner.com,Texas,2009,Advertising & Marketing,Dallas
4204,Pittsburgh,ARMADA,armada.net,Pennsylvania,1890,Logistics & Transportation,"Pittsburgh, PA"
4205,Pensacola,Digital Boardwalk,digitalboardwalk.com,Florida,2009,IT Management,
4206,Nashua,UNIQUE System Skills,systemskills.net,New Hampshire,2008,Education,
4207,Irvine,Netreo,netreo.com,California,2000,Software,Los Angeles
4208,Los Gatos,280 Group,280group.com,California,1998,Business Products & Services,San Jose
4209,Marietta,Engineered Solutions of GA,esogrepair.com,Georgia,2006,Construction,Atlanta
4210,San Francisco,Ready State,readystate.com,California,2013,Advertising & Marketing,San Francisco
4211,Reno,The Spa & Sauna Co,spaandsauna.com,Nevada,1990,Consumer Products & Services,
4212,Vienna,Solutions By Design II,sbd.com,Virginia,2001,Government Services,"Washington, DC"
4213,Wakefield,Treeline,treeline-inc.com,Massachusetts,2001,Business Products & Services,Boston
4214,Nashville,FNB Merchants,fnbmerchants.com,Tennessee,2004,Business Products & Services,Nashville
4215,Atlanta,Candid Partners,candidpartners.com,Georgia,2012,Business Products & Services,Atlanta
4216,Chicago,YJT Solutions,yjtsolutions.com,Illinois,2001,IT Management,Chicago
4217,Wilmington,The Siegfried Group,siegfriedgroup.com,Delaware,1988,Financial Services,Philadelphia
4218,Louisville,ARGI Financial Group,argi.net,Kentucky,1995,Financial Services,"Louisville/Jefferson County, KY-IN"
4219,Fort Myers,Bear Staffing Services,bearstaff.com,Florida,2005,Human Resources,
4220,Ashland,"Allied Instructional Services, LLC",alliedinstructional.com,Virginia,2010,Education,"Richmond, VA"
4221,Seattle,Dreamclinic,dreamclinic.com,Washington,2003,Health,Seattle
4222,Boca Raton,Boca Beauty Academy,bocabeauty.com,Florida,1991,Education,Miami
4223,San Diego,"CWDL, CPAs",cwdlcpa.com,California,2013,Business Products & Services,San Diego
4224,Orlando,Engineering and Computer Simulations,ecsorl.com,Florida,1997,Government Services,"Orlando, FL"
4225,"Minneapolis, MN",Coherent Solutions,coherentsolutions.com,Minnesota,1995,Software,Minneapolis
4226,Reston,Carahsoft Technology,carahsoft.com,Virginia,2004,Government Services,"Washington, DC"
4227,Fargo,Myriad Mobile,myriadmobile.com,North Dakota,2011,Software,
4228,Torrance,Choura Events,chouraevents.com,California,2007,Consumer Products & Services,Los Angeles
4229,Dallas,Lord Green Real Estate Strategies,lordgreenstrategies.com,Texas,1994,Environmental Services,Dallas
4230,Wilmington,MegaCorp Logistics,megacorplogistics.com,North Carolina,2009,Logistics & Transportation,
4231,Naperville,Evolutyz,evolutyz.com,Illinois,2011,IT Management,Chicago
4232,Arlington,RSDCGROUP,rsdcgroup.com,Virginia,2005,Government Services,"Washington, DC"
4233,San Jose,Nexsentio,nexsentio.com,California,2006,Business Products & Services,San Jose
4234,West Bloomfield,High Level Marketing,highlevelmarketing.com,Michigan,2009,Advertising & Marketing,Detroit
4235,Miramar Beach,Banyan Investment Group,banyan-ig.com,Florida,2011,Travel & Hospitality,
4236,Louisville,Cornerstone Engineering,cei-engineering.com,Kentucky,2003,Engineering,"Louisville/Jefferson County, KY-IN"
4237,Mountainside,Vericon Construction Company,vericonbuilds.com,New Jersey,2005,Construction,New York City
4238,Bloomfield,Dutch Country Living,dutchcountrygeneralstore.com,Iowa,2012,Retail,
4239,Fairlawn,Sequoia Financial Group,sequoia-financial.com,Ohio,1991,Financial Services,
4240,Upper Arlington,Signature Closers,signatureclosers.com,Ohio,2006,Real Estate,"Columbus, OH"
4241,Kansas City,Alight Analytics,alightanalytics.com,Missouri,2007,Software,"Kansas City, MO-KS"
4242,Tampa,Web River Group,4wheelonline.com,Florida,2001,Retail,Tampa
4243,Racine,ZMAC Transportation,zmactransport.com,Wisconsin,2010,Logistics & Transportation,
4244,Miami,Andes Global Trading,andesgt.com,Florida,2011,Food & Beverage,Miami
4245,Chicago,Xtreme Xperience,thextremexperience.com,Illinois,2012,Consumer Products & Services,Chicago
4246,Oxnard,Associated Building Supply,abscal.com,California,1993,Consumer Products & Services,"Sacramento, CA"
4247,Saranac,Reliable Relamping,reliablerelamping.com,Michigan,1996,Construction,"Grand Rapids, MI"
4248,Chicago,Milhouse Engineering & Construction,milhouseinc.com,Illinois,2001,Engineering,Chicago
4249,Springfield,Exterior Medics,exteriormedics.com,Virginia,2008,Construction,"Washington, DC"
4250,Charlotte,TCG Consulting,tcgconsulting.net,North Carolina,1994,Travel & Hospitality,Charlotte
4251,Flushing,Dynamic Physical Therapy Services,dynamicpts.com,New York,2003,Health,New York City
4252,Elgin,MKD Electric,mkdelectric.com,Illinois,1995,Construction,Chicago
4253,Indianapolis,MS Companies,mscompanies.com,Indiana,1999,Business Products & Services,"Indianapolis, IN"
4254,San Mateo,Backblaze,backblaze.com,California,2007,Software,San Francisco
4255,Solon,ON Partners,onpartners.com,Ohio,2006,Human Resources,Cleveland
4256,St Louis,ej4,ej4.com,Missouri,2004,Business Products & Services,"St. Louis, MO-IL"
4257,Orlando,Dusobox,dusobox.com,Florida,1955,Manufacturing,"Orlando, FL"
4258,Birmingham,American Family Care,americanfamilycare.com,Alabama,1982,Health,"Birmingham, AL"
4259,Oklahoma City,Jones PR,jones.pr,Oklahoma,2001,Advertising & Marketing,"Oklahoma City, OK"
4260,Solana Beach,Merlin Global Services,merlinglobal.com,California,2007,Government Services,San Diego
4261,Warrendale,Gray Matter Systems,graymattersystems.com,Pennsylvania,1991,Manufacturing,"Pittsburgh, PA"
4262,Mays Landing,INTEX Millwork Solutions,intexmillwork.com,New Jersey,2006,Manufacturing,
4263,Delavan,"Millennium (Lake Geneva, WI)",mtpllc.us,Wisconsin,2004,Telecommunications,
4264,Oklahoma City,FSB,fsb-ae.com,Oklahoma,1945,Engineering,"Oklahoma City, OK"
4265,Tempe,bluemedia,bluemedia.com,Arizona,1997,Advertising & Marketing,Phoenix
4266,Mooresville,Striker Concepts / Risk Racing,strikerconcepts.com & riskracing.com,North Carolina,2005,Consumer Products & Services,
4267,Miramar,Acordis International,acordiscorp.com,Florida,2011,IT Management,Miami
4268,San Diego,OCP Group,ocp.com,California,1988,Manufacturing,San Diego
4269,Wichita,Profit Builders,yourprofitbuilders.com,Kansas,1994,Financial Services,
4270,Manalapan,Encode,encodeinc.com,New Jersey,1997,IT System Development,New York City
4271,Fort Worth,First American Payment Systems,first-american.net,Texas,1990,Financial Services,Dallas
4272,Chicago,EMPIST,empist.com,Illinois,2000,IT Management,Chicago
4273,Tampa,Harwood Financial Group,theharwoodway.com,Florida,2006,Financial Services,Tampa
4274,Mineola,Safe Banking Systems,safe-banking.com,New York,1999,Software,New York City
4275,Midland Park,powersolution.com,powersolution.com,New Jersey,1996,IT Management,New York City
4276,Port Vincent,Quality Engineering & Surveying,qesla.com,Louisiana,2009,Engineering,"Baton Rouge, LA"
4277,Naperville,Edgewood Clinical Services,edgewoodclinicalservices.com,Illinois,2006,Health,Chicago
4278,Lewisberry,K/S Renewal Systems,kitchensaver.com,Pennsylvania,2010,Construction,
4279,Charlotte,Unity FI Solutions,unityfisolutions.com,North Carolina,2000,Software,Charlotte
4280,Portland,Solutions YES,solutionsyes.com,Oregon,2011,Business Products & Services,"Portland, OR"
4281,Dublin,ERP Analysts,erpagroup.com,Ohio,2003,IT System Development,"Columbus, OH"
4282,Akron,Consolidus,consolidus.com,Ohio,2006,Business Products & Services,
4283,Dallas,Sharon Young,sharonyounginc.com,Texas,1984,Retail,Dallas
4284,Houston,Poetic Systems,poeticsystems.com,Texas,2007,Software,Houston
4285,Fort Washington,Trust Security Services,protectedbytrust.com,Maryland,2010,Security,"Washington, DC"
4286,Escondido,DynamiCard Plastic Postcards & Analytics,dynamicard.com,California,2008,Advertising & Marketing,San Diego
4287,Sterling Heights,RoboVent Solutions Group,robovent.com,Michigan,1989,Manufacturing,Detroit
4288,Raleigh,Bulk TV & Internet,bulktv.com,North Carolina,2004,Business Products & Services,"Raleigh, NC"
4289,Vernon Hills,Business IT Source,bitsinc.com,Illinois,2008,Computer Hardware,Chicago
4290,Houston,Softeq Development,softeq.com,Texas,1997,Software,Houston
4291,Hackensack,CQ fluency,cqfluency.com,New Jersey,2003,Business Products & Services,New York City
4292,Boulder,Parallel Path,parallelpath.com,Colorado,2006,Advertising & Marketing,"Boulder, CO"
4293,Redmond,HyGen Pharmaceuticals,hygenpharma.com,Washington,1993,Health,Seattle
4294,San Francisco,Avenue Code,avenuecode.com,California,2008,Software,San Francisco
4295,Miami Springs,Zicom,zicominc.com,Florida,2005,Retail,Miami
4296,Naperville,Impact Advisors,impact-advisors.com,Illinois,2007,Health,Chicago
4297,Fairfield,Stonework Design,stoneworkinc.com,New Jersey,1998,Construction,New York City
4298,Houston,Medisouth,medisouth.com,Texas,2009,Business Products & Services,Houston
4299,Newnan,Nickell Equipment Rental & Sales,nickellrental.com,Georgia,1998,Construction,Atlanta
4300,Nashville,MediCore Medical Supply,medicore.com,Tennessee,2010,Health,Nashville
4301,San Diego,Canale Communications,canalecomm.com,California,2010,Advertising & Marketing,San Diego
4302,Franklin,Jonathan's Grille,jonathansgrille.com,Tennessee,1999,Food & Beverage,Nashville
4303,Boulder,Creative Alignments,creativealignments.com,Colorado,2010,Human Resources,"Boulder, CO"
4304,Chadds Ford,Arora Engineers,aroraengineers.com,Pennsylvania,1986,Engineering,Philadelphia
4305,Marlton,ServicEngineBPO,sebpo.com,New Jersey,2006,Business Products & Services,Philadelphia
4306,Clarksville,Mainstream Heating & Cooling,mainstreamac.com,Tennessee,2005,Construction,
4307,Chicago,Leigh Marcus | @properties,leighmarcus.com,Illinois,2007,Real Estate,Chicago
4308,Brooklyn,Namecheap,namecheap.com,New York,2000,Software,Phoenix
4309,Tinley Park,Proven IT,provenit.com,Illinois,2003,Business Products & Services,Chicago
4310,Doral,Plumbing & HVAC SEO,plumberseo.net,Florida,2011,Advertising & Marketing,Miami
4311,Irving,TechStar Group,techstargroup.com,Texas,2002,IT System Development,Dallas
4312,Littleton,Vertex Innovations,vertex-us.com,Colorado,2003,Telecommunications,Denver
4313,Grapevine,Ascend Marketing,ascend-marketing.com,Texas,2004,Advertising & Marketing,Dallas
4314,Charlotte,Andujar Construction,andujarconstruction.com,North Carolina,1992,Construction,Charlotte
4315,Alpharetta,Healthcare IT Leaders,healthcareitleaders.com,Georgia,2011,Health,Atlanta
4316,Pasadena,PinnacleART,pinnacleart.com,Texas,2006,Engineering,Houston
4317,Bethlehem,"Spark Orthodontics, P.C.",sparkorthodontics.com,Pennsylvania,2009,Health,"Allentown-Bethlehem-Easton, PA-NJ"
4318,Omaha,Automated Drive Systems,automateddrives.com,Nebraska,2011,Business Products & Services,"Omaha-Council Bluffs, NE-IA"
4319,Lancaster,Applied Educational Systems,aeseducation.com,Pennsylvania,1987,Education,"Lancaster, PA"
4320,Carmel,enVista,envistacorp.com,Indiana,2002,Logistics & Transportation,"Indianapolis, IN"
4321,Elmhurst,MedSpeed,medspeed.com,Illinois,1999,Health,Chicago
4322,Iselin,ApTask,aptask.com,New Jersey,2010,Human Resources,New York City
4323,Suffern,The Everest Equity Company,everestequity.com,New York,2004,Financial Services,New York City
4324,Rockville,MarketPro South,marketprohomebuyers.com,Maryland,2012,Real Estate,"Washington, DC"
4325,Ocean Springs,Balius Surfaces,baliussurfaces.com,Mississippi,1980,Construction,
4326,Denver,Sanity Solutions,sanitysolutions.com,Colorado,2004,Computer Hardware,Denver
4327,Miami,SMS Lodging,smslodging.com,Florida,2010,Real Estate,Miami
4328,Grapevine,MPS solutions,allsuppliez.com,Texas,2014,Business Products & Services,
4329,Los Angeles,ZestFinance,zestfinance.com,California,2004,Financial Services,Los Angeles
4330,Potomac,Next Day Dumpsters,nextdaydumpsters.com,Maryland,2007,Consumer Products & Services,"Washington, DC"
4331,New York City,Artist Travel Consultants,artisttravels.com,New York,2010,Travel & Hospitality,New York City
4332,Corona,Paramount Residential Mortgage Group,prmg.net,California,2001,Financial Services,"Inland Empire, CA"
4333,Olympia,Smart Energy Today,smartenergytoday.net,Washington,2012,Energy,
4334,Broomfield,Altvia Solutions,altvia.com,Colorado,2006,Software,Denver
4335,Lexington,PROMEDICAL,promedllc.com,Massachusetts,1995,Health,Boston
4336,San Francisco,Build Group,buildgc.com,California,2007,Construction,San Francisco
4337,Denver,Spark Policy Institute,sparkpolicy.com,Colorado,2006,Business Products & Services,Denver
4338,Saratoga Springs,Fingerpaint,fingerpaintmarketing.com,New York,2008,Advertising & Marketing,"Albany-Schenectady-Troy, NY"
4339,Boston,Halloran Consulting Group,hallorancg.com,Massachusetts,1998,Business Products & Services,Boston
4340,Houston,Trilliant Surgical,trilliantsurgical.com,Texas,2007,Health,Houston
4341,Tempe,DriveTime,drivetime.com,Arizona,2002,Consumer Products & Services,Phoenix
4342,Manchester,Right height Manufacturing,rightheightmfg.com,New Hampshire,2008,Manufacturing,
4343,Phoenix,Modern Flames,modernflames.com,Arizona,2009,Consumer Products & Services,Phoenix
4344,Winter Park,Rifle Paper Co.,riflepaperco.com,Florida,2009,Consumer Products & Services,"Orlando, FL"
4345,Charleston,Fathom 4,fathom4.com,South Carolina,2012,Government Services,"Charleston, SC"
4346,Denver,VintageView Wine Storage Systems,vintageview.com,Colorado,2001,Manufacturing,Denver
4347,Jersey City,Ana-Data Consulting,ana-data.com,New Jersey,1993,IT System Development,New York City
4348,New York City,The A Team Executive Management,ateamconsulting.com,New York,2001,Business Products & Services,New York City
4349,Powell,National Care Advisors,nationalcareadvisors.com,Ohio,2008,Health,"Columbus, OH"
4350,Waterford,Corporate Optics,corporateoptics.com,Michigan,2007,Business Products & Services,Detroit
4351,Pennsauken,Legend Medical,legendmedical.us,New Jersey,2002,Health,Philadelphia
4352,Virginia Beach,Hampton Roads Cash Home Buyer,hamptonroadscashhomebuyer.com,Virginia,2011,Real Estate,Virginia Beach
4353,Springville,The Premier Group (Utah),thepremierpride.com,Utah,2004,Human Resources,"Provo-Orem, UT"
4354,Taylor,de Jong DUKE,dejongduke.com,Michigan,2009,Manufacturing,Detroit
4355,Tavares,Roof Commander,roofcommander.com,Florida,2011,Construction,"Orlando, FL"
4356,Kansas City,The Purple Guys,purpleguys.com,Kansas,2001,IT Management,"Kansas City, MO-KS"
4357,Houston,O'Connor,poconnor.com,Texas,1974,Business Products & Services,Houston
4358,Lewisville,Parkway C&A,pkwycon.com,Texas,1981,Construction,Dallas
4359,St Petersburg,Insurance Services Group of the Southeast,isg-se.com,Florida,2007,Insurance,Tampa
4360,Scottsdale,PCA SKIN,pcaskin.com,Arizona,1990,Health,Phoenix
4361,Annville,Candoris Technologies,candoris.com,Pennsylvania,2010,IT System Development,
4362,Wayne,Evolve IP,evolveip.net,Pennsylvania,2007,IT System Development,Philadelphia
4363,Los Alamos,TechSource,techsource-inc.com,New Mexico,1997,Engineering,
4364,Phoenix,SquarePlanet,squareplanet.com,Arizona,1998,Business Products & Services,Phoenix
4365,West Chester,Lithko Contracting,lithko.com,Ohio,1992,Construction,Cincinnati
4366,Syracuse,Critical Link,criticallink.com,New York,1997,Engineering,
4367,Appleton,"Surface Mount Technology,",teamsmt.com,Wisconsin,1997,Manufacturing,
4368,Columbus,Leading EDJE,leadingedje.com,Ohio,2007,IT System Development,"Columbus, OH"
4369,San Francisco,TheLions,thelions.com,California,2010,Human Resources,San Francisco
4370,Metairie,Ryan Gootee General Contractors,rggc.com,Louisiana,2004,Construction,New Orleans
4371,Washington,Macro Solutions,macrosolutions.com,District of Columbia,2000,Government Services,"Washington, DC"
4372,Atlanta,TechCXO,techcxo.com,Georgia,2003,Business Products & Services,Atlanta
4373,Fort Myers,Victory Marketing Agency,victory-agency.com,Florida,2008,Advertising & Marketing,
4374,Waconia,1Micro,1micro.com,Minnesota,1992,Security,Minneapolis
4375,Seattle,Health Perspectives Group,hpgroupllc.com,Washington,2002,Advertising & Marketing,Seattle
4376,Tyler,Tyler Petroleum,tylerpetroleum.com,Texas,2008,Retail,
4377,Ruston,Argent Financial Group,argentfinancial.com,Louisiana,1990,Financial Services,
4378,Lilburn,The Kotter Group,kotter.net,Georgia,1996,Telecommunications,Atlanta
4379,Centennial,Tipping Point Solutions,tp-solutions.com,Colorado,2011,Education,Denver
4380,West Palm Beach,WGI,wginc.com,Florida,1972,Engineering,Miami
4381,Rancho Santa Margarita,Electronic Cash Systems,usag-inc.com,California,1997,Financial Services,Los Angeles
4382,Loveland,Cold Jet,coldjet.com,Ohio,1986,Manufacturing,Cincinnati
4383,Lynnwood,Precision Door Service,garagedoorseattle.com,Washington,2001,Construction,Seattle
4384,Hunt Valley,CARCHEX,carchex.com,Maryland,1999,Consumer Products & Services,Baltimore
4385,Washington,MVS,mvsconsulting.com,District of Columbia,1997,Government Services,"Washington, DC"
4386,Greenwood Village,Selling Simplified,sellingsimplified.com,Colorado,2011,Software,Denver
4387,Pittsburgh,HDS Marketing,hdsideas.com,Pennsylvania,1992,Advertising & Marketing,"Pittsburgh, PA"
4388,Minneapolis,Assessment Systems,assess.com,Minnesota,1979,Education,Minneapolis
4389,Annapolis,Annapolis Yacht Sales,annapolisyachtsales.com,Maryland,1953,Consumer Products & Services,Baltimore
4390,Marlton,OpDecision,opdecision.com,New Jersey,2012,Telecommunications,Philadelphia
4391,Rochester,Ardent Learning,ardentlearning.com,New York,1992,Business Products & Services,"Rochester, NY"
4392,Plymouth Meeting,New Penn Financial,newpennfinancial.com,Pennsylvania,2008,Financial Services,Philadelphia
4393,Rocky River,SyncShow,syncshow.com,Ohio,2002,Advertising & Marketing,Cleveland
,,,,,,,
4394,Topsfield,BrainSell,brainsell.net,Massachusetts,1994,Software,Boston
4395,Atlanta,Exploring,exploring.com,Georgia,1999,Business Products & Services,Atlanta
4396,Portland,iovation,iovation.com,Oregon,1988,Security,"Portland, OR"
4397,Exton,ipipeline,ipipeline.com,Pennsylvania,1995,Software,Philadelphia
4398,Houston,IronEdge Group,ironedgegroup.com,Texas,2005,IT Management,Houston
4399,Baltimore,Audacious Inquiry,ainq.com,Maryland,2004,Software,Baltimore
4400,Forney,RSI Construction,rsiconstruction.net,Texas,2003,Construction,Dallas
4401,San Antonio,Pax Financial Group,paxfg.com,Texas,2007,Financial Services,"San Antonio, TX"
4402,Raleigh,TheeDesign,theedesign.com,North Carolina,2004,Advertising & Marketing,"Raleigh, NC"
4403,New York City,Small Business Expo,thesmallbusinessexpo.com,New York,2008,Business Products & Services,New York City
4404,Burbank,Repipe Specialists,repipespecialists.com,California,1991,Construction,Los Angeles
4405,Layton,Young Automotive Group,youngautomotive.com,Utah,1925,Retail,"Ogden-Clearfield, UT"
4406,Brooklyn,Datalot,datalot.com,New York,2009,Advertising & Marketing,New York City
4407,Frisco,Maxim Management Group,maximmgmt.com,Texas,2008,Health,Dallas
4408,Birmingham,Bell Media,gobellmedia.com,Alabama,2008,Advertising & Marketing,"Birmingham, AL"
4409,Lehi,Avalaunch Media,avalaunchmedia.com,Utah,2012,Advertising & Marketing,"Provo-Orem, UT"
4410,Davie,Bankers Healthcare Group,bankershealthcaregroup.com,Florida,2001,Financial Services,Miami
4411,Monroe,Pete and Gerry's Organics,peteandgerrys.com,New Hampshire,2002,Food & Beverage,
4412,Ocala,Sober Escorts,soberescorts.com,Florida,2004,Health,
4413,Glen Allen,Morton,themortonway.com,Virginia,2006,IT Management,"Richmond, VA"
4414,Greenwood Village,C3 Group,c3adjusters.com,Colorado,2012,Insurance,Denver
4415,Redwood City,Balsam Hill,balsambrands.com,California,1996,Retail,San Francisco
4416,Dallas,Hiatus Spa + Retreat,hiatusspa.com,Texas,2008,Consumer Products & Services,Dallas
4417,Atlanta,Modo Modo Agency,modomodoagency.com,Georgia,2007,Advertising & Marketing,Atlanta
4418,San Francisco,W2O Group,w2ogroup.com,California,2001,Advertising & Marketing,San Francisco
4419,Eden Prairie,Uptime Legal Systems,uptimelegal.com,Minnesota,2005,IT Management,Minneapolis
4420,Jacksonville,Early Upgrade,earlyupgrade.com,Florida,2009,Consumer Products & Services,"Jacksonville, FL"
4421,Auburn Hills,SFL Companies,sflcompanies.com,Michigan,2011,Logistics & Transportation,Detroit
4422,Seattle,Point to Point Transportation,p2ptransportation.com,Washington,2002,Logistics & Transportation,Seattle
4423,Pittsburgh,Computer Enterprises,ceiamerica.com,Pennsylvania,1992,IT System Development,"Pittsburgh, PA"
4424,Plant City,Solution Source,mysolutionsource.com,Florida,2009,Construction,Tampa
4425,Amarillo,Smart Chemical Services,smartchemical.com,Texas,2008,Energy,
4426,Alexandria,MindPoint Group,mindpointgroup.com,Virginia,2009,Security,"Washington, DC"
4427,Brooksville,Monster Transmission,monstertransmission.com,Florida,2003,Manufacturing,Tampa
4428,Austin,Watters International Realty,christopherwatters.com,Texas,2010,Real Estate,Austin
4429,Pleasanton,LTD Global,ltdglobal.com,California,2003,Business Products & Services,San Francisco
4430,Maple Glen,Centennial Lending Group,clg-llc.com,Pennsylvania,2010,Real Estate,Philadelphia
4431,Sioux Falls,Epicosity,epicosity.com,South Dakota,2008,Advertising & Marketing,
4432,Nashville,Aloompa,aloompa.com,Tennessee,2009,Software,Nashville
4433,Manhattan,CivicPlus,civicplus.com,Kansas,2001,Government Services,
4434,Manitowoc,Americollect,americollect.com,Wisconsin,1964,Health,
